size,run,sequential_time,parallel_time,builtin_time
1400000,19,0.229362,0.276358,0.233051
1400000,20,0.229747,0.266692,0.205666
1400000,21,0.23175,0.240354,0.222526
1400000,22,0.230349,0.26748,0.222192
1400000,23,0.235681,0.273552,0.226459
1400000,24,0.235076,0.266971,0.210319
1400000,25,0.230216,0.264869,0.225918
1400000,26,0.235103,0.273986,0.221101
1400000,27,0.234221,0.278035,0.217643
1400000,28,0.233715,0.279906,0.21014
1400000,29,0.230391,0.266654,0.209403
1400000,30,0.237609,0.255145,0.206417
1500000,1,0.247112,0.280434,0.234624
1500000,2,0.246714,0.290909,0.221018
1500000,3,0.253425,0.293055,0.2298
1500000,4,0.249487,0.277283,0.221756
1500000,5,0.246069,0.274568,0.237023
1500000,6,0.249681,0.294441,0.238468
1500000,7,0.249515,0.286437,0.220942
1500000,8,0.251139,0.27637,0.22851
1500000,9,0.247831,0.288636,0.23346
1500000,10,0.250358,0.280076,0.226692
1500000,11,0.247753,0.295437,0.22171
1500000,12,0.247781,0.278326,0.240138
1500000,13,0.254154,0.281596,0.239006
1500000,14,0.248756,0.287483,0.231876
1500000,15,0.24808,0.280309,0.220837
1500000,16,0.250023,0.286501,0.220646
1500000,17,0.249508,0.286485,0.224531
1500000,18,0.249718,0.288923,0.222439
1500000,19,0.248392,0.286627,0.224443
1500000,20,0.250885,0.291128,0.228082
1500000,21,0.251763,0.266066,0.229704
1500000,22,0.250798,0.284408,0.240262
1500000,23,0.251304,0.274601,0.237078
1500000,24,0.247878,0.282872,0.223872
1500000,25,0.246041,0.289639,0.241441
1500000,26,0.244646,0.280465,0.242796
1500000,27,0.244959,0.283798,0.238528
1500000,28,0.24745,0.285718,0.242798
1500000,29,0.24513,0.283867,0.236873
1500000,30,0.249085,0.29157,0.247756
1600000,1,0.269066,0.314664,0.238756
1600000,2,0.269281,0.310635,0.245894
1600000,3,0.279153,0.304436,0.23869
1600000,4,0.268478,0.309479,0.234765
1600000,5,0.269986,0.294443,0.263752
1600000,6,0.267223,0.302381,0.252112
1600000,7,0.270331,0.307653,0.259541
1600000,8,0.266048,0.287174,0.262413
1600000,9,0.267468,0.314341,0.235208
1600000,10,0.267201,0.312361,0.255394
1600000,11,0.266914,0.263338,0.235297
1600000,12,0.266657,0.288426,0.237235
1600000,13,0.273429,0.301735,0.238939
1600000,14,0.263384,0.301073,0.249653
1600000,15,0.271866,0.300253,0.255702
1600000,16,0.272365,0.299521,0.243027
1600000,17,0.267418,0.304275,0.265181
1600000,18,0.26984,0.292826,0.251688
1600000,19,0.269911,0.310467,0.241329
1600000,20,0.268435,0.307874,0.242942
1600000,21,0.267184,0.308002,0.240152
1600000,22,0.267204,0.299071,0.240195
1600000,23,0.267547,0.303487,0.238519
1600000,24,0.262794,0.29441,0.264971
1600000,25,0.260914,0.303616,0.246354
1600000,26,0.268673,0.308768,0.263226
1600000,27,0.271811,0.297879,0.23485
1600000,28,0.26396,0.308652,0.254093
1600000,29,0.266372,0.30064,0.260058
1600000,30,0.26611,0.299921,0.235585
1700000,1,0.282978,0.328553,0.28079
1700000,2,0.285735,0.319593,0.294661
1700000,3,0.284947,0.324318,0.265973
1700000,4,0.285591,0.3139,0.277515
1700000,5,0.292877,0.323379,0.25234
1700000,6,0.286348,0.33302,0.266584
1700000,7,0.286011,0.323055,0.264082
1700000,8,0.283798,0.32127,0.274172
1700000,9,0.291367,0.32037,0.253168
1700000,10,0.288097,0.332149,0.282732
1700000,11,0.283484,0.333502,0.280215
1700000,12,0.283679,0.326667,0.279321
1700000,13,0.284185,0.301769,0.26463
1700000,14,0.292481,0.329204,0.269734
1700000,15,0.283583,0.32448,0.253405
1700000,16,0.289667,0.32583,0.262328
1700000,17,0.283506,0.318134,0.251853
1700000,18,0.284705,0.329805,0.26507
1700000,19,0.279657,0.320775,0.278028
1700000,20,0.284017,0.319699,0.278073
1700000,21,0.281664,0.321608,0.252009
1700000,22,0.28255,0.326628,0.265566
1700000,23,0.286535,0.322318,0.268032
1700000,24,0.286016,0.322517,0.253647
1700000,25,0.281997,0.329984,0.251611
1700000,26,0.286989,0.318174,0.273271
1700000,27,0.287396,0.320501,0.252141
1700000,28,0.28436,0.329005,0.256738
1700000,29,0.283996,0.323261,0.281566
1700000,30,0.28803,0.316154,0.275701
1800000,1,0.302527,0.334287,0.274769
1800000,2,0.302081,0.353349,0.279869
1800000,3,0.309744,0.338898,0.267844
1800000,4,0.303373,0.32068,0.288631
1800000,5,0.300949,0.325796,0.289488
1800000,6,0.305813,0.343944,0.300997
1800000,7,0.304205,0.315474,0.26937
1800000,8,0.31163,0.322991,0.270493
1800000,9,0.299846,0.341964,0.284548
1800000,10,0.299508,0.321672,0.281297
1800000,11,0.303798,0.327089,0.288299
1800000,12,0.303024,0.34852,0.282648
1800000,13,0.303521,0.338405,0.268054
1800000,14,0.303401,0.33253,0.287534
1800000,15,0.307236,0.339224,0.281785
1800000,16,0.306286,0.323722,0.268174
1800000,17,0.312493,0.32618,0.299927
1800000,18,0.302858,0.323071,0.291274
1800000,19,0.305006,0.331419,0.268315
1800000,20,0.298051,0.335046,0.300863
1800000,21,0.300064,0.320401,0.275542
1800000,22,0.303838,0.344193,0.26831
1800000,23,0.302481,0.334206,0.290178
1800000,24,0.305201,0.328296,0.270801
1800000,25,0.302497,0.343022,0.279367
1800000,26,0.297205,0.340526,0.275506
1800000,27,0.301244,0.35835,0.283925
1800000,28,0.307402,0.337749,0.300658
1800000,29,0.302024,0.312152,0.266916
1800000,30,0.307027,0.319852,0.282057
1900000,1,0.325111,0.367451,0.300729
1900000,2,0.323567,0.354254,0.29327
1900000,3,0.31984,0.347007,0.283816
1900000,4,0.334166,0.353756,0.325389
1900000,5,0.321124,0.36078,0.294809
1900000,6,0.325492,0.359509,0.325418
1900000,7,0.319459,0.342153,0.298899
1900000,8,0.32776,0.360082,0.326147
1900000,9,0.318809,0.359532,0.307784
1900000,10,0.319738,0.334987,0.308242
1900000,11,0.320941,0.331301,0.283105
1900000,12,0.315383,0.330991,0.305542
1900000,13,0.314783,0.351517,0.283395
1900000,14,0.326076,0.344891,0.321475
1900000,15,0.317524,0.337257,0.282947
1900000,16,0.320257,0.355798,0.289159
1900000,17,0.329143,0.366351,0.294243
1900000,18,0.319102,0.355229,0.30383
1900000,19,0.326803,0.359416,0.318652
1900000,20,0.320304,0.358738,0.30617
1900000,21,0.320354,0.351289,0.302464
1900000,22,0.318649,0.343011,0.299549
1900000,23,0.322367,0.364156,0.311236
1900000,24,0.317416,0.368105,0.283237
1900000,25,0.320011,0.35247,0.307752
1900000,26,0.318767,0.367245,0.303525
1900000,27,0.323976,0.360286,0.285479
1900000,28,0.324753,0.345036,0.316643
1900000,29,0.323043,0.332225,0.283329
1900000,30,0.319751,0.345924,0.292434
2000000,1,0.343205,0.371283,0.303789
2000000,2,0.336849,0.366762,0.334252
2000000,3,0.343631,0.382031,0.310549
2000000,4,0.338062,0.361876,0.312511
2000000,5,0.338736,0.37423,0.320272
2000000,6,0.337338,0.377581,0.309669
2000000,7,0.343641,0.379427,0.325725
2000000,8,0.33804,0.374265,0.323891
2000000,9,0.340401,0.365604,0.328525
2000000,10,0.345584,0.380716,0.325109
2000000,11,0.339769,0.375368,0.340765
2000000,12,0.335231,0.381962,0.317702
2000000,13,0.342387,0.358925,0.32571
2000000,14,0.343767,0.356428,0.330772
2000000,15,0.334236,0.372216,0.351331
2000000,16,0.345924,0.376483,0.300418
2000000,17,0.33575,0.371826,0.327061
2000000,18,0.34168,0.371256,0.329426
2000000,19,0.340444,0.367496,0.322951
2000000,20,0.335953,0.377463,0.345058
2000000,21,0.334358,0.379158,0.325356
2000000,22,0.337473,0.369066,0.350362
2000000,23,0.340909,0.36067,0.326218
2000000,24,0.338787,0.352522,0.326126
2000000,25,0.340282,0.378158,0.324329
2000000,26,0.361201,0.381725,0.324113
2000000,27,0.330269,0.378248,0.325649
2000000,28,0.340881,0.374025,0.300544
2000000,29,0.339088,0.381619,0.304156
2000000,30,0.335881,0.373242,0.303583
2100000,1,0.359858,0.386032,0.334124
2100000,2,0.357212,0.389966,0.360239
2100000,3,0.359921,0.39058,0.33603
2100000,4,0.361481,0.367662,0.365273
2100000,5,0.351433,0.383995,0.340605
2100000,6,0.363319,0.39329,0.360098
2100000,7,0.352338,0.400753,0.318737
2100000,8,0.351606,0.386067,0.332219
2100000,9,0.354874,0.38669,0.320654
2100000,10,0.354986,0.396794,0.358483
2100000,11,0.358317,0.39024,0.347967
2100000,12,0.352384,0.383491,0.333641
2100000,13,0.361678,0.394617,0.372968
2100000,14,0.348689,0.374973,0.34801
2100000,15,0.354433,0.38851,0.350034
2100000,16,0.361406,0.382263,0.324134
2100000,17,0.358494,0.394064,0.350971
2100000,18,0.354716,0.396563,0.342928
2100000,19,0.356075,0.385235,0.338975
2100000,20,0.354998,0.392765,0.343938
2100000,21,0.363627,0.388881,0.345445
2100000,22,0.348248,0.372232,0.352423
2100000,23,0.363985,0.390093,0.316013
2100000,24,0.363689,0.389912,0.315318
2100000,25,0.358993,0.378824,0.321016
2100000,26,0.35455,0.401874,0.352353
2100000,27,0.364589,0.380475,0.353284
2100000,28,0.358347,0.405004,0.320078
2100000,29,0.350865,0.381382,0.370635
2100000,30,0.364708,0.401326,0.350434
2200000,1,0.370401,0.40723,0.368763
2200000,2,0.370326,0.390623,0.368937
2200000,3,0.380575,0.404875,0.399414
2200000,4,0.371874,0.39408,0.365524
2200000,5,0.370473,0.396452,0.374485
2200000,6,0.37376,0.418947,0.361807
2200000,7,0.377814,0.40997,0.370453
2200000,8,0.369986,0.395403,0.360653
2200000,9,0.375035,0.398563,0.334023
2200000,10,0.375655,0.393269,0.387049
2200000,11,0.383158,0.399856,0.357866
2200000,12,0.372511,0.402552,0.375888
2200000,13,0.367993,0.404294,0.335084
2200000,14,0.379922,0.420478,0.349671
2200000,15,0.389636,0.402621,0.359801
2200000,16,0.374845,0.407277,0.33702
2200000,17,0.378648,0.413101,0.374188
2200000,18,0.37517,0.399584,0.354502
2200000,19,0.373344,0.397471,0.355248
2200000,20,0.373666,0.406559,0.374696
2200000,21,0.373514,0.411631,0.350085
2200000,22,0.37134,0.404916,0.377395
2200000,23,0.380679,0.413022,0.380727
2200000,24,0.372184,0.408484,0.337161
2200000,25,0.372788,0.407725,0.352589
2200000,26,0.370801,0.413085,0.344587
2200000,27,0.372427,0.406251,0.360262
2200000,28,0.376321,0.407135,0.342696
2200000,29,0.367632,0.418862,0.381664
2200000,30,0.372513,0.405403,0.350008
2300000,1,0.388517,0.415794,0.349951
2300000,2,0.397305,0.434468,0.382583
2300000,3,0.39369,0.423268,0.402051
2300000,4,0.385592,0.424894,0.376592
2300000,5,0.388528,0.419468,0.371228
2300000,6,0.386826,0.427299,0.391957
2300000,7,0.391631,0.428443,0.366854
2300000,8,0.392627,0.431249,0.394416
2300000,9,0.393163,0.42315,0.357527
2300000,10,0.389613,0.427351,0.351779
2300000,11,0.386559,0.441196,0.348217
2300000,12,0.391232,0.42363,0.380152
2300000,13,0.393432,0.42079,0.360862
2300000,14,0.389721,0.407564,0.416706
2300000,15,0.403113,0.420884,0.393455
2300000,16,0.389958,0.419375,0.398847
2300000,17,0.399339,0.41768,0.348431
2300000,18,0.396833,0.422477,0.395608
2300000,19,0.390134,0.414877,0.348798
2300000,20,0.391694,0.431648,0.413675
2300000,21,0.401378,0.424629,0.366333
2300000,22,0.398216,0.432623,0.35403
2300000,23,0.398378,0.426739,0.39064
2300000,24,0.391949,0.425311,0.354755
2300000,25,0.393071,0.426671,0.35166
2300000,26,0.393234,0.417232,0.389773
2300000,27,0.389585,0.423691,0.393985
2300000,28,0.396013,0.417844,0.38798
2300000,29,0.397836,0.435435,0.395265
2300000,30,0.39745,0.430009,0.351561
2400000,1,0.406818,0.440367,0.419258
2400000,2,0.416486,0.436201,0.369185
2400000,3,0.406476,0.409682,0.424598
2400000,4,0.412146,0.448787,0.407466
2400000,5,0.409892,0.43908,0.413525
2400000,6,0.417616,0.445354,0.411631
2400000,7,0.416502,0.442974,0.411634
2400000,8,0.409617,0.432664,0.429305
2400000,9,0.413464,0.43868,0.412393
2400000,10,0.412228,0.439144,0.36648
2400000,11,0.40551,0.444161,0.412236
2400000,12,0.417817,0.458434,0.407796
2400000,13,0.421966,0.437617,0.388435
2400000,14,0.404991,0.42561,0.406232
2400000,15,0.407435,0.447436,0.409234
2400000,16,0.425775,0.455066,0.410737
2400000,17,0.414461,0.449712,0.415484
2400000,18,0.406324,0.431928,0.424111
2400000,19,0.408752,0.446057,0.401235
2400000,20,0.405517,0.447332,0.397817
2400000,21,0.42473,0.435762,0.397169
2400000,22,0.404589,0.43267,0.386924
2400000,23,0.407131,0.415528,0.419906
2400000,24,0.411382,0.426156,0.390489
2400000,25,0.418385,0.440231,0.408303
2400000,26,0.409418,0.442607,0.385344
2400000,27,0.410657,0.430088,0.409137
2400000,28,0.4094,0.432974,0.385355
2400000,29,0.404401,0.417733,0.395976
2400000,30,0.430334,0.443916,0.368518
2500000,1,0.425259,0.47224,0.384629
2500000,2,0.423183,0.446826,0.429494
2500000,3,0.42841,0.464286,0.442411
2500000,4,0.427571,0.458928,0.4043
2500000,5,0.426465,0.45461,0.414209
2500000,6,0.427095,0.403908,0.37959
2500000,7,0.432592,0.449857,0.396431
2500000,8,0.42654,0.467292,0.38043
2500000,9,0.431394,0.450792,0.439305
2500000,10,0.432209,0.457625,0.38306
2500000,11,0.429533,0.437666,0.405701
2500000,12,0.42724,0.477358,0.403518
2500000,13,0.428025,0.45871,0.413213
