size,run,sequential_time,parallel_time,builtin_time
2500000,14,0.426559,0.461143,0.384924
2500000,15,0.426958,0.469928,0.413137
2500000,16,0.436013,0.441728,0.400904
2500000,17,0.426232,0.471476,0.410301
2500000,18,0.429964,0.458724,0.437979
2500000,19,0.424691,0.447433,0.452684
2500000,20,0.4256,0.464927,0.459864
2500000,21,0.423808,0.451257,0.456117
2500000,22,0.426877,0.457272,0.40413
2500000,23,0.423809,0.45074,0.425009
2500000,24,0.427536,0.444455,0.407285
2500000,25,0.420375,0.458724,0.449369
2500000,26,0.428614,0.462408,0.467988
2500000,27,0.425711,0.467103,0.392118
2500000,28,0.424229,0.479783,0.390625
2500000,29,0.42986,0.449255,0.380206
2500000,30,0.42619,0.454357,0.434189
2600000,1,0.452643,0.466179,0.436642
2600000,2,0.461865,0.472,0.407896
2600000,3,0.441567,0.482478,0.395597
2600000,4,0.452969,0.458958,0.428498
2600000,5,0.445238,0.472428,0.429653
2600000,6,0.455456,0.453284,0.445753
2600000,7,0.458674,0.481066,0.415212
2600000,8,0.443227,0.484674,0.419756
2600000,9,0.447468,0.492109,0.469419
2600000,10,0.439718,0.453781,0.425276
2600000,11,0.450111,0.49323,0.396522
2600000,12,0.468758,0.48221,0.438112
2600000,13,0.466478,0.473453,0.438741
2600000,14,0.439932,0.4842,0.465284
2600000,15,0.44787,0.485674,0.446012
2600000,16,0.444985,0.465545,0.434749
2600000,17,0.448161,0.477557,0.402673
2600000,18,0.448526,0.489267,0.438972
2600000,19,0.444068,0.481209,0.421914
2600000,20,0.449432,0.478936,0.443313
2600000,21,0.442389,0.469226,0.407392
2600000,22,0.454281,0.474446,0.450868
2600000,23,0.455566,0.475371,0.4442
2600000,24,0.451004,0.490621,0.427225
2600000,25,0.447789,0.461776,0.415152
2600000,26,0.448174,0.474068,0.445933
2600000,27,0.455587,0.488471,0.396673
2600000,28,0.438812,0.462896,0.438556
2600000,29,0.444758,0.495307,0.44508
2600000,30,0.451363,0.465817,0.411516
2700000,1,0.467664,0.469461,0.490642
2700000,2,0.477327,0.468112,0.477174
2700000,3,0.464177,0.511501,0.447516
2700000,4,0.459694,0.50192,0.438676
2700000,5,0.465337,0.488084,0.464821
2700000,6,0.463074,0.508256,0.484561
2700000,7,0.466938,0.470574,0.445329
2700000,8,0.467858,0.501005,0.463729
2700000,9,0.467416,0.495588,0.46247
2700000,10,0.476466,0.497279,0.471473
2700000,11,0.463607,0.500413,0.469248
2700000,12,0.467777,0.474269,0.465889
2700000,13,0.462628,0.477973,0.450543
2700000,14,0.465167,0.47915,0.442506
2700000,15,0.467429,0.524597,0.455727
2700000,16,0.462096,0.487778,0.460976
2700000,17,0.467097,0.487717,0.413195
2700000,18,0.468904,0.490026,0.489702
2700000,19,0.464312,0.498986,0.451425
2700000,20,0.471234,0.486761,0.465272
2700000,21,0.46775,0.502632,0.471477
2700000,22,0.463313,0.507786,0.473317
2700000,23,0.472638,0.480788,0.465633
2700000,24,0.4742,0.493443,0.46149
2700000,25,0.474217,0.507158,0.488687
2700000,26,0.472454,0.50125,0.461724
2700000,27,0.472393,0.493491,0.436575
2700000,28,0.459819,0.501127,0.416126
2700000,29,0.468566,0.479888,0.480551
2700000,30,0.466187,0.490228,0.46174
2800000,1,0.483977,0.526816,0.434731
2800000,2,0.490334,0.493033,0.477351
2800000,3,0.490504,0.527563,0.48979
2800000,4,0.484265,0.494968,0.482101
2800000,5,0.477848,0.51594,0.487891
2800000,6,0.488297,0.503205,0.490897
2800000,7,0.477929,0.513275,0.493473
2800000,8,0.479018,0.508516,0.517725
2800000,9,0.48602,0.514239,0.472298
2800000,10,0.481026,0.495252,0.487784
2800000,11,0.495786,0.519324,0.506098
2800000,12,0.471355,0.498752,0.47264
2800000,13,0.49001,0.48684,0.433598
2800000,14,0.491307,0.512474,0.485689
2800000,15,0.4793,0.511347,0.48585
2800000,16,0.475909,0.509676,0.486916
2800000,17,0.483997,0.533293,0.455434
2800000,18,0.495377,0.518848,0.445875
2800000,19,0.493881,0.523711,0.504342
2800000,20,0.499365,0.512056,0.483827
2800000,21,0.478076,0.496582,0.467027
2800000,22,0.486936,0.498018,0.474103
2800000,23,0.491775,0.521621,0.475149
2800000,24,0.484872,0.516426,0.468145
2800000,25,0.488745,0.515854,0.482898
2800000,26,0.487195,0.512,0.45
2800000,27,0.486119,0.508552,0.489569
2800000,28,0.486439,0.502885,0.511956
2800000,29,0.484854,0.527617,0.470957
2800000,30,0.488573,0.505731,0.485599
2900000,1,0.494883,0.535199,0.481091
2900000,2,0.507854,0.52353,0.50037
2900000,3,0.509718,0.530987,0.490985
2900000,4,0.506509,0.534876,0.496988
2900000,5,0.4889,0.526674,0.494893
2900000,6,0.5076,0.539291,0.526941
2900000,7,0.51405,0.535691,0.501017
2900000,8,0.509691,0.541529,0.48406
2900000,9,0.497338,0.535529,0.486734
2900000,10,0.501564,0.518619,0.476398
2900000,11,0.510752,0.517932,0.445102
2900000,12,0.503368,0.502642,0.501413
2900000,13,0.494345,0.507564,0.509857
2900000,14,0.498648,0.495716,0.475379
2900000,15,0.502472,0.539565,0.503191
2900000,16,0.503938,0.535754,0.507225
2900000,17,0.506508,0.545606,0.493802
2900000,18,0.514343,0.523334,0.50423
2900000,19,0.50646,0.52007,0.500391
2900000,20,0.504715,0.536692,0.501546
2900000,21,0.504914,0.518192,0.514592
2900000,22,0.497953,0.521471,0.50098
2900000,23,0.503453,0.50981,0.496025
2900000,24,0.50605,0.545558,0.498651
2900000,25,0.50917,0.533643,0.505652
2900000,26,0.5097,0.52924,0.495632
2900000,27,0.496847,0.510741,0.445303
2900000,28,0.491726,0.548295,0.518121
2900000,29,0.520432,0.53579,0.445193
2900000,30,0.50336,0.536012,0.525691
3000000,1,0.523902,0.555578,0.48761
3000000,2,0.528842,0.536245,0.532703
3000000,3,0.520838,0.529994,0.521642
3000000,4,0.533383,0.520942,0.512859
3000000,5,0.517683,0.5421,0.517133
3000000,6,0.52354,0.556721,0.511431
3000000,7,0.520577,0.549534,0.550772
3000000,8,0.510335,0.547104,0.519023
3000000,9,0.528373,0.542393,0.521083
3000000,10,0.523684,0.570356,0.5179
3000000,11,0.514021,0.532067,0.501246
3000000,12,0.526236,0.572845,0.490373
3000000,13,0.514596,0.551722,0.501854
3000000,14,0.525212,0.573668,0.538879
3000000,15,0.543699,0.551872,0.531084
3000000,16,0.511154,0.545181,0.506188
3000000,17,0.516902,0.54352,0.523196
3000000,18,0.522006,0.554692,0.537321
3000000,19,0.533587,0.551369,0.543479
3000000,20,0.539047,0.549288,0.482082
3000000,21,0.533879,0.530581,0.513963
3000000,22,0.514118,0.518781,0.516827
3000000,23,0.522111,0.548758,0.521994
3000000,24,0.520455,0.523433,0.544286
3000000,25,0.517783,0.551792,0.552165
3000000,26,0.524695,0.558395,0.518796
3000000,27,0.523073,0.552712,0.509743
3000000,28,0.525638,0.548721,0.464428
3000000,29,0.526241,0.571608,0.483302
3000000,30,0.515594,0.555143,0.520508
